Date,Content,Video title,Video publish time,Duration,Views
2026-03-19,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-03-20,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-03-21,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-03-22,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-03-23,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-03-24,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-03-25,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-03-26,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-03-27,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,972
2026-03-28,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,6
2026-03-29,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,9
2026-03-30,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-03-31,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-04-01,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,2
2026-04-02,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,5
2026-04-03,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-04-04,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,1
2026-04-05,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-04-06,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-04-07,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-04-08,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,2
2026-04-09,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-04-10,5KHqEgcgI20,"Co się dzieje w Redmond, zostaje w Redmond... na razie #betterdevclub #podcast #agenticai #shorts","Mar 27, 2026",26,0
2026-03-14,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-03-15,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,797
2026-03-16,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,33
2026-03-17,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,3
2026-03-18,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,1
2026-03-19,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,1
2026-03-20,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,5
2026-03-21,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,2
2026-03-22,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,3
2026-03-23,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-03-24,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-03-25,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-03-26,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-03-27,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-03-28,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-03-29,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-03-30,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-03-31,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-04-01,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,1
2026-04-02,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-04-03,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-04-04,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-04-05,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,2
2026-04-06,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-04-07,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-04-08,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-04-09,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-04-10,TipIPKkQwow,Juniorzy w #amazon z zakazem #ai #awaria #betterdevclub #podcast #shorts #claude #spotify #anthropic,"Mar 16, 2026",51,0
2026-03-14,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-15,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-16,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-17,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-18,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-19,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-20,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-21,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-22,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-23,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-24,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-25,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-26,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-27,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-28,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-29,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-30,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-03-31,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-04-01,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-04-02,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-04-03,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-04-04,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-04-05,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-04-06,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,0
2026-04-07,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,497
2026-04-08,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,309
2026-04-09,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,157
2026-04-10,VW4Rgbi3Nnc,Co wyciekło z Anthropika #claude #claudecode #opus #sonnet #betterdevclub #betterdevclub #shorts,"Apr 7, 2026",71,8
2026-03-14,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,1480
2026-03-15,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,1
2026-03-16,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,2
2026-03-17,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,2
2026-03-18,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,2
2026-03-19,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-03-20,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,1
2026-03-21,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-03-22,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-03-23,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-03-24,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-03-25,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-03-26,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-03-27,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-03-28,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-03-29,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-03-30,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-03-31,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-04-01,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-04-02,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-04-03,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-04-04,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-04-05,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-04-06,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-04-07,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-04-08,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-04-09,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
2026-04-10,rMIO_2j_krc,14 March 2026,"Mar 14, 2026",28,0
